Sample,plant.ID,Target,Cq,group,,,
I.GFP.25.2nd,GFP 25,TBL6,28.60577074,infested,,,
I.GFP.26.2nd,GFP 26,TBL6,30.72362284,infested,,,
I.GFP.28.2nd,GFP 28,TBL6,31.38230495,uninfested,,,
I.GFP.3.4th,GFP 3,TBL6,32.51633912,uninfested,,,
I.GFP.4.2nd,GFP 4,TBL6,29.48582372,uninfested,,,
I.GFP.7.4th,GFP 7,TBL6,32.61854972,uninfested,,,
I.GFP1.2nd,GFP 1,TBL6,30.5258287,infested,,,
I.HYD.10.4th,HYD 10,TBL6,28.82482834,infested,,,
I.HYD.11.2nd,HYD 11,TBL6,34.82214044,uninfested,,,
I.HYD.11.4th,HYD 11,TBL6,32.15465798,uninfested,,,
I.HYD.12.2nd,HYD 12,TBL6,29.61704909,uninfested,,,
I.HYD.13.2nd,HYD 13,TBL6,29.34444299,infested,,,
I.HYD.13.4th,HYD 13,TBL6,29.6179914,infested,,,
I.HYD.15.2nd,HYD 15,TBL6,29.74953278,uninfested,,,
I.HYD.16.2nd,HYD 16,TBL6,28.87776528,uninfested,,,
I.HYD.18.2nd,HYD 18,TBL6,28.97691702,infested,,,
I.HYD.18.4th,HYD 18,TBL6,32.43083136,infested,,,
I.HYD.21.2nd,HYD 21,TBL6,31.98304392,infested,,,
I.HYD.21.4th,HYD 21,TBL6,33.27486286,infested,,,
I.HYD.22.2nd,HYD 22,TBL6,30.38377927,infested,,,
I.HYD.22.4th,HYD 22,TBL6,28.44728995,infested,,,
I.HYD.23.2nd,HYD 23,TBL6,31.11991024,uninfested,,,
I.HYD.23.4th,HYD 23,TBL6,27.93962733,uninfested,,,
I.HYD.24.2nd,HYD 24,TBL6,30.56690861,uninfested,,,
I.HYD.25.2nd,HYD 25,TBL6,33.1220872,infested,,,
I.HYD.26.2nd,HYD 26,TBL6,28.29714125,infested,,,
I.HYD.4.2nd,HYD 4,TBL6,30.93057763,uninfested,,,
I.HYD.5.2nd,HYD 5,TBL6,31.32000044,infested,,,
I.HYD.5.4th,HYD 5,TBL6,31.76688836,infested,,,
I.HYD.6.2nd,HYD 6,TBL6,28.06407898,infested,,,
I.HYD.6.4th,HYD 6,TBL6,29.82175808,infested,,,
I.HYD.7.2nd,HYD 7,TBL6,29.19128385,uninfested,,,
I.HYD.8.2nd,HYD 8,TBL6,29.00070023,uninfested,,,
I.HYD.9.2nd,HYD 9,TBL6,30.21107846,infested,,,
I.Unif.11.4th,Unif 11,TBL6,30.35787189,uninfested,,,
I.Unif.15.4th,Unif 15,TBL6,27.73433107,uninfested,,,
I.Unif.17.2nd,Unif 17,TBL6,31.03942123,infested,,,
I.Unif.18.4th,Unif 18,TBL6,30.41533536,infested,,,
I.Unif.2.2nd,Unif 2,TBL6,29.51025239,infested,,,
I.Unif.21.4th,Unif 21,TBL6,34.54258595,infested,,,
I.Unif.24.4th,Unif 24,TBL6,29.62343321,uninfested,,,
I.Unif.3.4th,Unif 3,TBL6,30.20711056,uninfested,,,
I.Unif.5.2nd,Unif 5,TBL6,31.80160903,infested,,,
I.Unif.6.2nd,Unif 6,TBL6,28.79278922,infested,,,
I.Unif.8.4th,Unif 8,TBL6,29.62754638,uninfested,,,
I.Unif.9.4th,Unif 9,TBL6,31.70612905,infested,,,
I.GFP.10.4th,GFP 10,TBL6,28.51592288,4th,,,
I.GFP.11.2nd,GFP 11,TBL6,29.79733398,2nd,,,
I.GFP.11.4th,GFP 11,TBL6,29.56686944,4th,,,
I.GFP.18.4th,GFP 18,TBL6,29.28377267,4th,,,
I.GFP.2.2nd,GFP 2,TBL6,28.37992835,2nd,,,
I.GFP.21.2nd,GFP 21,TBL6,30.14914003,2nd,,,
I.GFP.23.2nd,GFP 23,TBL6,29.08005991,2nd,,,
I.GFP.25.4th,GFP 25,TBL6,31.61443355,4th,,,
I.GFP.26.4th,GFP 26,TBL6,30.66165423,4th,,,
I.GFP.4.4th,GFP 4,TBL6,31.32161568,4th,,,
I.GFP.5.2nd,GFP 5,TBL6,30.59084403,2nd,,,
I.GFP.7.2nd,GFP 7,TBL6,29.21364504,2nd,,,
I.GFP.9.2nd,GFP 9,TBL6,29.0746075,2nd,,,
I.Unif.13.2nd,Unif 13,TBL6,31.2716762,2nd,,,
I.Unif.15.2nd,Unif 15,TBL6,33.03492978,2nd,,,
I.Unif.18.2nd,Unif 18,TBL6,28.69217345,2nd,,,
I.Unif.2.4th,Unif 2,TBL6,29.99500019,4th,,,
I.Unif.3.2nd,Unif 3,TBL6,30.60034973,2nd,,,
I.Unif.8.2nd,Unif 8,TBL6,30.46170192,2nd,,,
I.GFP.10.2nd,GFP 10,TBL6,27.57878358,2nd,,,
I.GFP.12.2nd,GFP 12,TBL6,30.2049287,2nd,,,
I.GFP.13.2nd,GFP 13,TBL6,29.70358156,2nd,,,
I.GFP.13.4th,GFP 13,TBL6,31.24765255,4th,,,
I.GFP.14.2nd,GFP 14,TBL6,29.47345619,2nd,,,
I.GFP.15.2nd,GFP 15,TBL6,31.32819899,2nd,,,
I.GFP.18.2nd,GFP 18,TBL6,28.83558163,2nd,,,
I.GFP.20.2nd,GFP 20,TBL6,28.04668659,2nd,,,
I.GFP.20.4th,GFP 20,TBL6,33.38905983,4th,,,
I.GFP.25.2nd,GFP 25,TBL6,28.60577074,2nd,,,
I.GFP.26.2nd,GFP 26,TBL6,30.72362284,2nd,,,
I.GFP.28.2nd,GFP 28,TBL6,31.38230495,2nd,,,
I.GFP.3.4th,GFP 3,TBL6,32.51633912,4th,,,
I.GFP.4.2nd,GFP 4,TBL6,29.48582372,2nd,,,
I.GFP.7.4th,GFP 7,TBL6,32.61854972,4th,,,
I.GFP1.2nd,GFP 1,TBL6,30.5258287,2nd,,,
I.HYD.10.4th,HYD 10,TBL6,28.82482834,4th,,,
I.HYD.11.2nd,HYD 11,TBL6,34.82214044,2nd,,,
I.HYD.11.4th,HYD 11,TBL6,32.15465798,4th,,,
I.HYD.12.2nd,HYD 12,TBL6,29.61704909,2nd,,,
I.HYD.13.2nd,HYD 13,TBL6,29.34444299,2nd,,,
I.HYD.13.4th,HYD 13,TBL6,29.6179914,4th,,,
I.HYD.15.2nd,HYD 15,TBL6,29.74953278,2nd,,,
I.HYD.16.2nd,HYD 16,TBL6,28.87776528,2nd,,,
I.HYD.18.2nd,HYD 18,TBL6,28.97691702,2nd,,,
I.HYD.18.4th,HYD 18,TBL6,32.43083136,4th,,,
I.HYD.21.2nd,HYD 21,TBL6,31.98304392,2nd,,,
I.HYD.21.4th,HYD 21,TBL6,33.27486286,4th,,,
I.HYD.22.2nd,HYD 22,TBL6,30.38377927,2nd,,,
I.HYD.22.4th,HYD 22,TBL6,28.44728995,4th,,,
I.HYD.23.2nd,HYD 23,TBL6,31.11991024,2nd,,,
I.HYD.23.4th,HYD 23,TBL6,27.93962733,4th,,,
I.HYD.24.2nd,HYD 24,TBL6,30.56690861,2nd,,,
I.HYD.25.2nd,HYD 25,TBL6,33.1220872,2nd,,,
I.HYD.26.2nd,HYD 26,TBL6,28.29714125,2nd,,,
I.HYD.4.2nd,HYD 4,TBL6,30.93057763,2nd,,,
I.HYD.5.2nd,HYD 5,TBL6,31.32000044,2nd,,,
I.HYD.5.4th,HYD 5,TBL6,31.76688836,4th,,,
I.HYD.6.2nd,HYD 6,TBL6,28.06407898,2nd,,,
I.HYD.6.4th,HYD 6,TBL6,29.82175808,4th,,,
I.HYD.7.2nd,HYD 7,TBL6,29.19128385,2nd,,,
I.HYD.8.2nd,HYD 8,TBL6,29.00070023,2nd,,,
I.HYD.9.2nd,HYD 9,TBL6,30.21107846,2nd,,,
I.Unif.11.4th,Unif 11,TBL6,30.35787189,4th,,,
I.Unif.15.4th,Unif 15,TBL6,27.73433107,4th,,,
I.Unif.17.2nd,Unif 17,TBL6,31.03942123,2nd,,,
I.Unif.18.4th,Unif 18,TBL6,30.41533536,4th,,,
I.Unif.2.2nd,Unif 2,TBL6,29.51025239,2nd,,,
I.Unif.21.4th,Unif 21,TBL6,34.54258595,4th,,,
I.Unif.24.4th,Unif 24,TBL6,29.62343321,4th,,,
I.Unif.3.4th,Unif 3,TBL6,30.20711056,4th,,,
I.Unif.5.2nd,Unif 5,TBL6,31.80160903,2nd,,,
I.Unif.6.2nd,Unif 6,TBL6,28.79278922,2nd,,,
I.Unif.8.4th,Unif 8,TBL6,29.62754638,4th,,,
I.Unif.9.4th,Unif 9,TBL6,31.70612905,4th,,,
I.GFP.10.4th,GFP 10,TBL6,28.51592288,twenty-one,,,
I.GFP.11.2nd,GFP 11,TBL6,29.79733398,fourteen,,,
I.GFP.11.4th,GFP 11,TBL6,29.56686944,fourteen,,,
I.GFP.18.4th,GFP 18,TBL6,29.28377267,twenty-one,,,
I.GFP.2.2nd,GFP 2,TBL6,28.37992835,twenty-one,,,
I.GFP.21.2nd,GFP 21,TBL6,30.14914003,fourteen,,,
I.GFP.23.2nd,GFP 23,TBL6,29.08005991,fourteen,,,
I.GFP.25.4th,GFP 25,TBL6,31.61443355,fourteen,,,
I.GFP.26.4th,GFP 26,TBL6,30.66165423,twenty-one,,,
I.GFP.4.4th,GFP 4,TBL6,31.32161568,twenty-one,,,
I.GFP.5.2nd,GFP 5,TBL6,30.59084403,fourteen,,,
I.GFP.7.2nd,GFP 7,TBL6,29.21364504,fourteen,,,
I.GFP.9.2nd,GFP 9,TBL6,29.0746075,fourteen,,,
I.Unif.13.2nd,Unif 13,TBL6,31.2716762,fourteen,,,
I.Unif.15.2nd,Unif 15,TBL6,33.03492978,fourteen,,,
I.Unif.18.2nd,Unif 18,TBL6,28.69217345,twenty-one,,,
I.Unif.2.4th,Unif 2,TBL6,29.99500019,twenty-one,,,
I.Unif.3.2nd,Unif 3,TBL6,30.60034973,fourteen,,,
I.Unif.8.2nd,Unif 8,TBL6,30.46170192,twenty-one,,,
I.GFP.10.2nd,GFP 10,TBL6,27.57878358,twenty-one,,,
I.GFP.12.2nd,GFP 12,TBL6,30.2049287,twenty-one,,,
I.GFP.13.2nd,GFP 13,TBL6,29.70358156,fourteen,,,
I.GFP.13.4th,GFP 13,TBL6,31.24765255,fourteen,,,
I.GFP.14.2nd,GFP 14,TBL6,29.47345619,twenty-one,,,
I.GFP.15.2nd,GFP 15,TBL6,31.32819899,fourteen,,,
I.GFP.18.2nd,GFP 18,TBL6,28.83558163,twenty-one,,,
I.GFP.20.2nd,GFP 20,TBL6,28.04668659,twenty-one,,,
I.GFP.20.4th,GFP 20,TBL6,33.38905983,twenty-one,,,
I.GFP.25.2nd,GFP 25,TBL6,28.60577074,fourteen,,,
I.GFP.26.2nd,GFP 26,TBL6,30.72362284,twenty-one,,,
I.GFP.28.2nd,GFP 28,TBL6,31.38230495,twenty-one,,,
I.GFP.3.4th,GFP 3,TBL6,32.51633912,fourteen,,,
I.GFP.4.2nd,GFP 4,TBL6,29.48582372,twenty-one,,,
I.GFP.7.4th,GFP 7,TBL6,32.61854972,fourteen,,,
I.GFP1.2nd,GFP 1,TBL6,30.5258287,fourteen,,,
I.HYD.10.4th,HYD 10,TBL6,28.82482834,twenty-one,,,
I.HYD.11.2nd,HYD 11,TBL6,34.82214044,fourteen,,,
I.HYD.11.4th,HYD 11,TBL6,32.15465798,fourteen,,,
I.HYD.12.2nd,HYD 12,TBL6,29.61704909,twenty-one,,,
I.HYD.13.2nd,HYD 13,TBL6,29.34444299,fourteen,,,
I.HYD.13.4th,HYD 13,TBL6,29.6179914,fourteen,,,
I.HYD.15.2nd,HYD 15,TBL6,29.74953278,fourteen,,,
I.HYD.16.2nd,HYD 16,TBL6,28.87776528,twenty-one,,,
I.HYD.18.2nd,HYD 18,TBL6,28.97691702,twenty-one,,,
I.HYD.18.4th,HYD 18,TBL6,32.43083136,twenty-one,,,
I.HYD.21.2nd,HYD 21,TBL6,31.98304392,fourteen,,,
I.HYD.21.4th,HYD 21,TBL6,33.27486286,fourteen,,,
I.HYD.22.2nd,HYD 22,TBL6,30.38377927,twenty-one,,,
I.HYD.22.4th,HYD 22,TBL6,28.44728995,twenty-one,,,
I.HYD.23.2nd,HYD 23,TBL6,31.11991024,fourteen,,,
I.HYD.23.4th,HYD 23,TBL6,27.93962733,fourteen,,,
I.HYD.24.2nd,HYD 24,TBL6,30.56690861,twenty-one,,,
I.HYD.25.2nd,HYD 25,TBL6,33.1220872,fourteen,,,
I.HYD.26.2nd,HYD 26,TBL6,28.29714125,twenty-one,,,
I.HYD.4.2nd,HYD 4,TBL6,30.93057763,twenty-one,,,
I.HYD.5.2nd,HYD 5,TBL6,31.32000044,fourteen,,,
I.HYD.5.4th,HYD 5,TBL6,31.76688836,fourteen,,,
I.HYD.6.2nd,HYD 6,TBL6,28.06407898,twenty-one,,,
I.HYD.6.4th,HYD 6,TBL6,29.82175808,twenty-one,,,
I.HYD.7.2nd,HYD 7,TBL6,29.19128385,fourteen,,,
I.HYD.8.2nd,HYD 8,TBL6,29.00070023,twenty-one,,,
I.HYD.9.2nd,HYD 9,TBL6,30.21107846,fourteen,,,
I.Unif.11.4th,Unif 11,TBL6,30.35787189,fourteen,,,
I.Unif.15.4th,Unif 15,TBL6,27.73433107,fourteen,,,
I.Unif.17.2nd,Unif 17,TBL6,31.03942123,fourteen,,,
I.Unif.18.4th,Unif 18,TBL6,30.41533536,twenty-one,,,
I.Unif.2.2nd,Unif 2,TBL6,29.51025239,fourteen,,,
I.Unif.21.4th,Unif 21,TBL6,34.54258595,fourteen,,,
I.Unif.24.4th,Unif 24,TBL6,29.62343321,twenty-one,,,
I.Unif.3.4th,Unif 3,TBL6,30.20711056,fourteen,,,
I.Unif.5.2nd,Unif 5,TBL6,31.80160903,fourteen,,,
I.Unif.6.2nd,Unif 6,TBL6,28.79278922,twenty-one,,,
I.Unif.8.4th,Unif 8,TBL6,29.62754638,twenty-one,,,
I.Unif.9.4th,Unif 9,TBL6,31.70612905,fourteen,,,
I.GFP.10.4th,GFP 10,TBL6,28.51592288,complete,,,
I.GFP.11.2nd,GFP 11,TBL6,29.79733398,complete,,,
I.GFP.11.4th,GFP 11,TBL6,29.56686944,complete,,,
I.GFP.18.4th,GFP 18,TBL6,29.28377267,complete,,,
I.GFP.2.2nd,GFP 2,TBL6,28.37992835,complete,,,
I.GFP.21.2nd,GFP 21,TBL6,30.14914003,complete,,,
I.GFP.23.2nd,GFP 23,TBL6,29.08005991,complete,,,
I.GFP.25.4th,GFP 25,TBL6,31.61443355,complete,,,
I.GFP.26.4th,GFP 26,TBL6,30.66165423,complete,,,
I.GFP.4.4th,GFP 4,TBL6,31.32161568,complete,,,
I.GFP.5.2nd,GFP 5,TBL6,30.59084403,complete,,,
I.GFP.7.2nd,GFP 7,TBL6,29.21364504,complete,,,
I.GFP.9.2nd,GFP 9,TBL6,29.0746075,complete,,,
I.Unif.13.2nd,Unif 13,TBL6,31.2716762,complete,,,
I.Unif.15.2nd,Unif 15,TBL6,33.03492978,complete,,,
I.Unif.18.2nd,Unif 18,TBL6,28.69217345,complete,,,
I.Unif.2.4th,Unif 2,TBL6,29.99500019,complete,,,
I.Unif.3.2nd,Unif 3,TBL6,30.60034973,complete,,,
I.Unif.8.2nd,Unif 8,TBL6,30.46170192,complete,,,
I.GFP.10.2nd,GFP 10,TBL6,27.57878358,complete,,,
I.GFP.12.2nd,GFP 12,TBL6,30.2049287,complete,,,
I.GFP.13.2nd,GFP 13,TBL6,29.70358156,complete,,,
I.GFP.13.4th,GFP 13,TBL6,31.24765255,complete,,,
I.GFP.14.2nd,GFP 14,TBL6,29.47345619,complete,,,
I.GFP.15.2nd,GFP 15,TBL6,31.32819899,complete,,,
I.GFP.18.2nd,GFP 18,TBL6,28.83558163,complete,,,
I.GFP.20.2nd,GFP 20,TBL6,28.04668659,complete,,,
I.GFP.20.4th,GFP 20,TBL6,33.38905983,complete,,,
I.GFP.25.2nd,GFP 25,TBL6,28.60577074,complete,,,
I.GFP.26.2nd,GFP 26,TBL6,30.72362284,complete,,,
I.GFP.28.2nd,GFP 28,TBL6,31.38230495,complete,,,
I.GFP.3.4th,GFP 3,TBL6,32.51633912,complete,,,
I.GFP.4.2nd,GFP 4,TBL6,29.48582372,complete,,,
I.GFP.7.4th,GFP 7,TBL6,32.61854972,complete,,,
I.GFP1.2nd,GFP 1,TBL6,30.5258287,complete,,,
I.HYD.10.4th,HYD 10,TBL6,28.82482834,complete,,,
I.HYD.11.2nd,HYD 11,TBL6,34.82214044,complete,,,
I.HYD.11.4th,HYD 11,TBL6,32.15465798,complete,,,
I.HYD.12.2nd,HYD 12,TBL6,29.61704909,complete,,,
I.HYD.13.2nd,HYD 13,TBL6,29.34444299,complete,,,
I.HYD.13.4th,HYD 13,TBL6,29.6179914,complete,,,
I.HYD.15.2nd,HYD 15,TBL6,29.74953278,complete,,,
I.HYD.16.2nd,HYD 16,TBL6,28.87776528,complete,,,
I.HYD.18.2nd,HYD 18,TBL6,28.97691702,complete,,,
I.HYD.18.4th,HYD 18,TBL6,32.43083136,complete,,,
I.HYD.21.2nd,HYD 21,TBL6,31.98304392,complete,,,
I.HYD.21.4th,HYD 21,TBL6,33.27486286,complete,,,
I.HYD.22.2nd,HYD 22,TBL6,30.38377927,complete,,,
I.HYD.22.4th,HYD 22,TBL6,28.44728995,complete,,,
I.HYD.23.2nd,HYD 23,TBL6,31.11991024,complete,,,
I.HYD.23.4th,HYD 23,TBL6,27.93962733,complete,,,
I.HYD.24.2nd,HYD 24,TBL6,30.56690861,complete,,,
I.HYD.25.2nd,HYD 25,TBL6,33.1220872,complete,,,
I.HYD.26.2nd,HYD 26,TBL6,28.29714125,complete,,,
I.HYD.4.2nd,HYD 4,TBL6,30.93057763,complete,,,
I.HYD.5.2nd,HYD 5,TBL6,31.32000044,complete,,,
I.HYD.5.4th,HYD 5,TBL6,31.76688836,complete,,,
I.HYD.6.2nd,HYD 6,TBL6,28.06407898,complete,,,
I.HYD.6.4th,HYD 6,TBL6,29.82175808,complete,,,
I.HYD.7.2nd,HYD 7,TBL6,29.19128385,complete,,,
I.HYD.8.2nd,HYD 8,TBL6,29.00070023,complete,,,
I.HYD.9.2nd,HYD 9,TBL6,30.21107846,complete,,,
I.Unif.11.4th,Unif 11,TBL6,30.35787189,complete,,,
I.Unif.15.4th,Unif 15,TBL6,27.73433107,complete,,,
I.Unif.17.2nd,Unif 17,TBL6,31.03942123,complete,,,
I.Unif.18.4th,Unif 18,TBL6,30.41533536,complete,,,
I.Unif.2.2nd,Unif 2,TBL6,29.51025239,complete,,,
I.Unif.21.4th,Unif 21,TBL6,34.54258595,complete,,,
I.Unif.24.4th,Unif 24,TBL6,29.62343321,complete,,,
I.Unif.3.4th,Unif 3,TBL6,30.20711056,complete,,,
I.Unif.5.2nd,Unif 5,TBL6,31.80160903,complete,,,
I.Unif.6.2nd,Unif 6,TBL6,28.79278922,complete,,,
I.Unif.8.4th,Unif 8,TBL6,29.62754638,complete,,,
I.Unif.9.4th,Unif 9,TBL6,31.70612905,complete,,,
I.GFP.3.2nd,GFP 3,TMN5,31.72777995,vigs_infiltrated,,,
I.GFP.10.4th,GFP 10,TMN5,28.44454689,vigs_infiltrated,,,
I.GFP.11.2nd,GFP 11,TMN5,30.07201352,vigs_infiltrated,,,
I.GFP.11.4th,GFP 11,TMN5,28.76237441,vigs_infiltrated,,,
I.GFP.16.2nd,GFP 16,TMN5,29.50480538,vigs_infiltrated,,,
I.GFP.16.4th,GFP 16,TMN5,32.10753902,vigs_infiltrated,,,
I.GFP.17.2nd,GFP 17,TMN5,31.18803729,vigs_infiltrated,,,
I.GFP.18.4th,GFP 18,TMN5,28.95833208,vigs_infiltrated,,,
I.GFP.19.2nd,GFP 19,TMN5,31.04432704,vigs_infiltrated,,,
I.GFP.2.2nd,GFP 2,TMN5,29.49526369,vigs_infiltrated,,,
I.GFP.21.2nd,GFP 21,TMN5,29.80617706,vigs_infiltrated,,,
I.GFP.22.2nd,GFP 22,TMN5,28.83849232,vigs_infiltrated,,,
I.GFP.22.4th,GFP 22,TMN5,31.25025398,vigs_infiltrated,,,
I.GFP.23.2nd,GFP 23,TMN5,29.06213066,vigs_infiltrated,,,
I.GFP.24.2nd,GFP 24,TMN5,30.46753478,vigs_infiltrated,,,
I.GFP.25.4th,GFP 25,TMN5,29.66198053,vigs_infiltrated,,,
I.GFP.26.4th,GFP 26,TMN5,30.869323,vigs_infiltrated,,,
I.GFP.27.2nd,GFP 27,TMN5,31.87606424,vigs_infiltrated,,,
I.GFP.27.4th,GFP 27,TMN5,31.18873411,vigs_infiltrated,,,
I.GFP.4.4th,GFP 4,TMN5,32.37688974,vigs_infiltrated,,,
I.GFP.5.2nd,GFP 5,TMN5,29.87247535,vigs_infiltrated,,,
I.GFP.7.2nd,GFP 7,TMN5,30.73828018,vigs_infiltrated,,,
I.GFP.8.4th,GFP 8,TMN5,32.0303472,vigs_infiltrated,,,
I.GFP.9.2nd,GFP 9,TMN5,29.90377463,vigs_infiltrated,,,
I.GFP.9.4th,GFP 9,TMN5,29.46357989,vigs_infiltrated,,,
I.Unif.1.2nd,Unif 1,TMN5,32.94733408,uninfiltrated,,,
I.Unif.1.4th,Unif 1,TMN5,29.88122747,uninfiltrated,,,
I.Unif.11.2nd,Unif 11,TMN5,29.99943978,uninfiltrated,,,
I.Unif.12.2nd,Unif 12,TMN5,30.98299799,uninfiltrated,,,
I.Unif.12.4th,Unif 12,TMN5,31.80843167,uninfiltrated,,,
I.Unif.13.2nd,Unif 13,TMN5,31.04141096,uninfiltrated,,,
I.Unif.15.2nd,Unif 15,TMN5,32.35000209,uninfiltrated,,,
I.Unif.18.2nd,Unif 18,TMN5,29.38849679,uninfiltrated,,,
I.Unif.19.2nd,Unif 19,TMN5,30.87563431,uninfiltrated,,,
I.Unif.2.4th,Unif 2,TMN5,29.75018993,uninfiltrated,,,
I.Unif.20.2nd,Unif 20,TMN5,30.08325114,uninfiltrated,,,
I.Unif.23.2nd,Unif 23,TMN5,32.15869655,uninfiltrated,,,
I.Unif.24.2nd,Unif 24,TMN5,33.32877159,uninfiltrated,,,
I.Unif.3.2nd,Unif 3,TMN5,30.30793323,uninfiltrated,,,
I.Unif.7.2nd,Unif 7,TMN5,30.945362,uninfiltrated,,,
I.Unif.7.4th,Unif 7,TMN5,30.37307826,uninfiltrated,,,
I.Unif.8.2nd,Unif 8,TMN5,31.67826766,uninfiltrated,,,
I.Unif.9.2nd,Unif 9,TMN5,30.02268903,uninfiltrated,,,
Unif.21.2nd,21 2nd,TMN5,28.96287627,uninfiltrated,,,
I.GFP.10.2nd,GFP 10,TMN5,27.71475287,vigs_infiltrated,,,
I.GFP.12.2nd,GFP 12,TMN5,29.02904252,vigs_infiltrated,,,
I.GFP.13.2nd,GFP 13,TMN5,29.13134573,vigs_infiltrated,,,
I.GFP.13.4th,GFP 13,TMN5,29.54464215,vigs_infiltrated,,,
I.GFP.14.2nd,GFP 14,TMN5,29.94397545,vigs_infiltrated,,,
I.GFP.15.2nd,GFP 15,TMN5,31.26662846,vigs_infiltrated,,,
I.GFP.18.2nd,GFP 18,TMN5,28.25136988,vigs_infiltrated,,,
I.GFP.20.2nd,GFP 20,TMN5,30.14956481,vigs_infiltrated,,,
I.GFP.25.2nd,GFP 25,TMN5,28.72822807,vigs_infiltrated,,,
I.GFP.26.2nd,GFP 26,TMN5,30.16498705,vigs_infiltrated,,,
I.GFP.28.2nd,GFP 28,TMN5,33.30293416,vigs_infiltrated,,,
I.GFP.3.4th,GFP 3,TMN5,31.30853831,vigs_infiltrated,,,
I.GFP.4.2nd,GFP 4,TMN5,30.19050477,vigs_infiltrated,,,
I.GFP.7.4th,GFP 7,TMN5,32.11891584,vigs_infiltrated,,,
I.GFP.8.2nd,GFP 8,TMN5,32.14633459,vigs_infiltrated,,,
I.GFP1.2nd,GFP 1,TMN5,29.59628213,vigs_infiltrated,,,
I.HYD.1.2nd,HYD 1,TMN5,28.37752092,vigs_infiltrated,,,
I.HYD.1.4th,HYD 1,TMN5,32.14877124,vigs_infiltrated,,,
I.HYD.10.2nd,HYD 10,TMN5,29.4361967,vigs_infiltrated,,,
I.HYD.10.4th,HYD 10,TMN5,29.13898577,vigs_infiltrated,,,
I.HYD.11.2nd,HYD 11,TMN5,33.02934884,vigs_infiltrated,,,
I.HYD.11.4th,HYD 11,TMN5,32.98136542,vigs_infiltrated,,,
I.HYD.12.2nd,HYD 12,TMN5,30.33316302,vigs_infiltrated,,,
I.HYD.13.2nd,HYD 13,TMN5,29.28982308,vigs_infiltrated,,,
I.HYD.13.4th,HYD 13,TMN5,30.29682759,vigs_infiltrated,,,
I.HYD.15.2nd,HYD 15,TMN5,30.3509848,vigs_infiltrated,,,
I.HYD.15.4th,HYD 15,TMN5,29.5055596,vigs_infiltrated,,,
I.HYD.16.2nd,HYD 16,TMN5,30.42678817,vigs_infiltrated,,,
I.HYD.17.2nd,HYD 17,TMN5,33.5326348,vigs_infiltrated,,,
I.HYD.18.2nd,HYD 18,TMN5,28.55786108,vigs_infiltrated,,,
I.HYD.18.4th,HYD 18,TMN5,31.62753817,vigs_infiltrated,,,
I.HYD.19.4th,HYD 19,TMN5,31.95114379,vigs_infiltrated,,,
I.HYD.2.2nd,HYD 2,TMN5,29.23296476,vigs_infiltrated,,,
I.HYD.2.4th,HYD 2,TMN5,29.13823103,vigs_infiltrated,,,
I.HYD.20.2nd,HYD 20,TMN5,32.37040812,vigs_infiltrated,,,
I.HYD.20.4th,HYD 20,TMN5,36.99980864,vigs_infiltrated,,,
I.HYD.21.2nd,HYD 21,TMN5,30.20939818,vigs_infiltrated,,,
I.HYD.21.4th,HYD 21,TMN5,32.11977202,vigs_infiltrated,,,
I.HYD.22.2nd,HYD 22,TMN5,33.76882834,vigs_infiltrated,,,
I.HYD.22.4th,HYD 22,TMN5,30.72420042,vigs_infiltrated,,,
I.HYD.23.4th,HYD 23,TMN5,28.35753129,vigs_infiltrated,,,
I.HYD.24.2nd,HYD 24,TMN5,30.00168945,vigs_infiltrated,,,
I.HYD.25.2nd,HYD 25,TMN5,32.26600732,vigs_infiltrated,,,
I.HYD.26.2nd,HYD 26,TMN5,28.91537798,vigs_infiltrated,,,
I.HYD.26.4th,HYD 26,TMN5,28.38308342,vigs_infiltrated,,,
I.HYD.27.2nd,HYD 27,TMN5,29.8364331,vigs_infiltrated,,,
I.HYD.27.4th,HYD 27,TMN5,30.65467793,vigs_infiltrated,,,
I.HYD.28.2nd,HYD 28,TMN5,30.74387265,vigs_infiltrated,,,
I.HYD.28.4th,HYD 28,TMN5,32.67516603,vigs_infiltrated,,,
I.HYD.3.2nd,HYD 3,TMN5,31.0001288,vigs_infiltrated,,,
I.HYD.3.4th,HYD 3,TMN5,34.44463362,vigs_infiltrated,,,
I.HYD.4.2nd,HYD 4,TMN5,29.94437184,vigs_infiltrated,,,
I.HYD.4.4th,HYD 4,TMN5,30.67068371,vigs_infiltrated,,,
I.HYD.5.2nd,HYD 5,TMN5,30.74075073,vigs_infiltrated,,,
I.HYD.5.4th,HYD 5,TMN5,30.87972017,vigs_infiltrated,,,
I.HYD.6.2nd,HYD 6,TMN5,31.15480842,vigs_infiltrated,,,
I.HYD.6.4th,HYD 6,TMN5,29.18835427,vigs_infiltrated,,,
I.HYD.7.2nd,HYD 7,TMN5,30.23294204,vigs_infiltrated,,,
I.HYD.8.2nd,HYD 8,TMN5,30.74860766,vigs_infiltrated,,,
I.HYD.9.2nd,HYD 9,TMN5,29.97679639,vigs_infiltrated,,,
I.Unif.11.4th,Unif 11,TMN5,29.02818336,uninfiltrated,,,
I.Unif.15.4th,Unif 15,TMN5,28.45967239,uninfiltrated,,,
I.Unif.16.2ndd,Unif 16,TMN5,32.16554678,uninfiltrated,,,
