Sample,plant.ID,Target,Cq,group,,,
I.GFP.10.4th,GFP 10,ACT7,21.0317414,twenty-one,,,
I.GFP.11.2nd,GFP 11,ACT7,20.23966976,fourteen,,,
I.GFP.11.4th,GFP 11,ACT7,20.12914905,fourteen,,,
I.GFP.16.2nd,GFP 16,ACT7,20.40786468,twenty-one,,,
I.GFP.16.4th,GFP 16,ACT7,23.06034004,twenty-one,,,
I.GFP.17.2nd,GFP 17,ACT7,22.54702922,fourteen,,,
I.GFP.18.4th,GFP 18,ACT7,21.06003643,twenty-one,,,
I.GFP.19.2nd,GFP 19,ACT7,20.48244035,fourteen,,,
I.GFP.2.2nd,GFP 2,ACT7,21.33276715,twenty-one,,,
I.GFP.21.2nd,GFP 21,ACT7,20.8446044,fourteen,,,
I.GFP.22.2nd,GFP 22,ACT7,20.36364741,twenty-one,,,
I.GFP.22.4th,GFP 22,ACT7,21.97936518,twenty-one,,,
I.GFP.23.2nd,GFP 23,ACT7,19.53893456,fourteen,,,
I.GFP.24.2nd,GFP 24,ACT7,21.31140979,twenty-one,,,
I.GFP.25.4th,GFP 25,ACT7,20.94867805,fourteen,,,
I.GFP.26.4th,GFP 26,ACT7,21.64340221,twenty-one,,,
I.GFP.27.2nd,GFP 27,ACT7,22.30258402,fourteen,,,
I.GFP.27.4th,GFP 27,ACT7,21.17156622,fourteen,,,
I.GFP.4.4th,GFP 4,ACT7,22.88035385,twenty-one,,,
I.GFP.5.2nd,GFP 5,ACT7,21.4365002,fourteen,,,
I.GFP.7.2nd,GFP 7,ACT7,20.37771805,fourteen,,,
I.GFP.8.4th,GFP 8,ACT7,23.11041137,twenty-one,,,
I.GFP.9.2nd,GFP 9,ACT7,21.40238773,fourteen,,,
I.GFP.9.4th,GFP 9,ACT7,20.9537431,fourteen,,,
I.Unif.1.2nd,Unif 1,ACT7,22.88031614,fourteen,,,
I.Unif.1.4th,Unif 1,ACT7,21.06256264,fourteen,,,
I.Unif.11.2nd,Unif 11,ACT7,21.13567318,fourteen,,,
I.Unif.12.2nd,Unif 12,ACT7,21.72836347,twenty-one,,,
I.Unif.12.4th,Unif 12,ACT7,22.92442212,twenty-one,,,
I.Unif.13.2nd,Unif 13,ACT7,22.27360775,fourteen,,,
I.Unif.15.2nd,Unif 15,ACT7,21.26551819,fourteen,,,
I.Unif.18.2nd,Unif 18,ACT7,20.45330671,twenty-one,,,
I.Unif.19.2nd,Unif 19,ACT7,20.91594481,fourteen,,,
I.Unif.2.4th,Unif 2,ACT7,20.98599027,twenty-one,,,
I.Unif.20.2nd,Unif 20,ACT7,21.49909309,twenty-one,,,
I.Unif.23.2nd,Unif 23,ACT7,22.43743384,fourteen,,,
I.Unif.24.2nd,Unif 24,ACT7,23.69073259,twenty-one,,,
I.Unif.3.2nd,Unif 3,ACT7,20.28574997,fourteen,,,
I.Unif.7.2nd,Unif 7,ACT7,20.52182624,fourteen,,,
I.Unif.7.4th,Unif 7,ACT7,20.80864361,fourteen,,,
I.Unif.8.2nd,Unif 8,ACT7,22.20705562,twenty-one,,,
I.Unif.9.2nd,Unif 9,ACT7,20.50283714,fourteen,,,
Unif.21.2nd,21 2nd,ACT7,21.00451792,fourteen,,,
I.GFP.10.2nd,GFP 10,ACT7,19.7046568,twenty-one,,,
I.GFP.12.2nd,GFP 12,ACT7,21.2885002,twenty-one,,,
I.GFP.13.2nd,GFP 13,ACT7,20.64527204,fourteen,,,
I.GFP.13.4th,GFP 13,ACT7,21.05895008,fourteen,,,
I.GFP.14.2nd,GFP 14,ACT7,20.54125496,twenty-one,,,
I.GFP.14.4th,GFP 14,ACT7,25.60807698,twenty-one,,,
I.GFP.15.2nd,GFP 15,ACT7,21.32090511,fourteen,,,
I.GFP.18.2nd,GFP 18,ACT7,20.57899922,twenty-one,,,
I.GFP.19.4th,GFP 19,ACT7,27.10467838,fourteen,,,
I.GFP.20.2nd,GFP 20,ACT7,20.21845789,twenty-one,,,
I.GFP.25.2nd,GFP 25,ACT7,20.13728937,fourteen,,,
I.GFP.26.2nd,GFP 26,ACT7,21.58653404,twenty-one,,,
I.GFP.28.2nd,GFP 28,ACT7,23.87479838,twenty-one,,,
I.GFP.3.4th,GFP 3,ACT7,21.55990409,fourteen,,,
I.GFP.4.2nd,GFP 4,ACT7,21.33458038,twenty-one,,,
I.GFP.7.4th,GFP 7,ACT7,22.35163786,fourteen,,,
I.GFP.8.2nd,GFP 8,ACT7,22.72345293,twenty-one,,,
I.GFP1.2nd,GFP 1,ACT7,20.08125412,fourteen,,,
I.HYD.1.2nd,HYD 1,ACT7,19.90160344,fourteen,,,
I.HYD.1.4th,HYD 1,ACT7,23.37852592,fourteen,,,
I.HYD.10.2nd,HYD 10,ACT7,20.40577364,twenty-one,,,
I.HYD.10.4th,HYD 10,ACT7,21.00150163,twenty-one,,,
I.HYD.11.2nd,HYD 11,ACT7,23.02720544,fourteen,,,
I.HYD.11.4th,HYD 11,ACT7,21.67797103,fourteen,,,
I.HYD.12.2nd,HYD 12,ACT7,21.27638054,twenty-one,,,
I.HYD.12.4th,HYD 12,ACT7,28.42866688,twenty-one,,,
I.HYD.13.2nd,HYD 13,ACT7,19.95857425,fourteen,,,
I.HYD.13.4th,HYD 13,ACT7,21.29535615,fourteen,,,
I.HYD.15.2nd,HYD 15,ACT7,20.55656208,fourteen,,,
I.HYD.15.4th,HYD 15,ACT7,20.40135032,fourteen,,,
I.HYD.16.2nd,HYD 16,ACT7,21.38219891,twenty-one,,,
I.HYD.17.2nd,HYD 17,ACT7,23.44894097,fourteen,,,
I.HYD.18.2nd,HYD 18,ACT7,20.28918524,twenty-one,,,
I.HYD.18.4th,HYD 18,ACT7,22.13388359,twenty-one,,,
I.HYD.19.4th,HYD 19,ACT7,21.6732732,fourteen,,,
I.HYD.2.2nd,HYD 2,ACT7,21.01884449,twenty-one,,,
I.HYD.2.4th,HYD 2,ACT7,20.79929176,twenty-one,,,
I.HYD.20.2nd,HYD 20,ACT7,23.00627115,twenty-one,,,
I.HYD.20.4th,HYD 20,ACT7,27.38924767,twenty-one,,,
I.HYD.21.2nd,HYD 21,ACT7,21.27038773,fourteen,,,
I.HYD.21.4th,HYD 21,ACT7,22.65674254,fourteen,,,
I.HYD.22.2nd,HYD 22,ACT7,23.79530752,twenty-one,,,
I.HYD.22.4th,HYD 22,ACT7,21.40918022,twenty-one,,,
I.HYD.23.2nd,HYD 23,ACT7,20.2952616,fourteen,,,
I.HYD.23.4th,HYD 23,ACT7,19.5600425,fourteen,,,
I.HYD.24.2nd,HYD 24,ACT7,20.91515225,twenty-one,,,
I.HYD.25.2nd,HYD 25,ACT7,23.58734379,fourteen,,,
I.HYD.26.2nd,HYD 26,ACT7,20.49589084,twenty-one,,,
I.HYD.26.4th,HYD 26,ACT7,20.2294558,twenty-one,,,
I.HYD.27.2nd,HYD 27,ACT7,20.26594755,fourteen,,,
I.HYD.27.4th,HYD 27,ACT7,20.67036651,fourteen,,,
I.HYD.28.2nd,HYD 28,ACT7,21.85235478,twenty-one,,,
I.HYD.28.4th,HYD 28,ACT7,23.70109786,twenty-one,,,
I.HYD.3.2nd,HYD 3,ACT7,20.80651584,fourteen,,,
I.HYD.3.4th,HYD 3,ACT7,25.75131854,fourteen,,,
I.HYD.4.2nd,HYD 4,ACT7,21.42555312,twenty-one,,,
I.HYD.4.4th,HYD 4,ACT7,22.07515365,twenty-one,,,
I.HYD.5.2nd,HYD 5,ACT7,21.56070163,fourteen,,,
I.HYD.5.4th,HYD 5,ACT7,20.96988043,fourteen,,,
I.HYD.6.2nd,HYD 6,ACT7,21.82834954,twenty-one,,,
I.HYD.6.4th,HYD 6,ACT7,20.8752277,twenty-one,,,
I.HYD.7.2nd,HYD 7,ACT7,20.52056957,fourteen,,,
I.HYD.8.2nd,HYD 8,ACT7,21.33189081,twenty-one,,,
I.HYD.9.2nd,HYD 9,ACT7,21.1843812,fourteen,,,
I.Unif.11.4th,Unif 11,ACT7,21.44313193,fourteen,,,
I.Unif.15.4th,Unif 15,ACT7,19.38946544,fourteen,,,
I.Unif.16.2ndd,Unif 16,ACT7,23.2525637,twenty-one,,,
I.Unif.16.4th,Unif 16,ACT7,26.61577042,twenty-one,,,
I.Unif.17.2nd,Unif 17,ACT7,21.20383362,fourteen,,,
I.Unif.17.4th,Unif 17,ACT7,20.53876327,fourteen,,,
I.Unif.18.4th,Unif 18,ACT7,22.53402362,twenty-one,,,
I.Unif.2.2nd,Unif 2,ACT7,22.03049652,fourteen,,,
I.Unif.20.4th,Unif 20,ACT7,30.92825118,twenty-one,,,
I.Unif.21.4th,Unif 21,ACT7,23.27726865,fourteen,,,
I.Unif.24.4th,Unif 24,ACT7,21.23007123,twenty-one,,,
I.Unif.3.4th,Unif 3,ACT7,19.63101849,fourteen,,,
I.Unif.5.2nd,Unif 5,ACT7,22.54765632,fourteen,,,
I.Unif.6.2nd,Unif 6,ACT7,20.58800198,twenty-one,,,
I.Unif.8.4th,Unif 8,ACT7,20.79939787,twenty-one,,,
I.Unif.9.4th,Unif 9,ACT7,21.33352932,fourteen,,,
I.GFP.3.2nd,GFP 3,ACT7,22.01933646,complete,,,
I.GFP.10.4th,GFP 10,ACT7,21.0317414,complete,,,
I.GFP.11.2nd,GFP 11,ACT7,20.23966976,complete,,,
I.GFP.11.4th,GFP 11,ACT7,20.12914905,complete,,,
I.GFP.16.2nd,GFP 16,ACT7,20.40786468,complete,,,
I.GFP.16.4th,GFP 16,ACT7,23.06034004,complete,,,
I.GFP.17.2nd,GFP 17,ACT7,22.54702922,complete,,,
I.GFP.18.4th,GFP 18,ACT7,21.06003643,complete,,,
I.GFP.19.2nd,GFP 19,ACT7,20.48244035,complete,,,
I.GFP.2.2nd,GFP 2,ACT7,21.33276715,complete,,,
I.GFP.21.2nd,GFP 21,ACT7,20.8446044,complete,,,
I.GFP.22.2nd,GFP 22,ACT7,20.36364741,complete,,,
I.GFP.22.4th,GFP 22,ACT7,21.97936518,complete,,,
I.GFP.23.2nd,GFP 23,ACT7,19.53893456,complete,,,
I.GFP.24.2nd,GFP 24,ACT7,21.31140979,complete,,,
I.GFP.25.4th,GFP 25,ACT7,20.94867805,complete,,,
I.GFP.26.4th,GFP 26,ACT7,21.64340221,complete,,,
I.GFP.27.2nd,GFP 27,ACT7,22.30258402,complete,,,
I.GFP.27.4th,GFP 27,ACT7,21.17156622,complete,,,
I.GFP.4.4th,GFP 4,ACT7,22.88035385,complete,,,
I.GFP.5.2nd,GFP 5,ACT7,21.4365002,complete,,,
I.GFP.7.2nd,GFP 7,ACT7,20.37771805,complete,,,
I.GFP.8.4th,GFP 8,ACT7,23.11041137,complete,,,
I.GFP.9.2nd,GFP 9,ACT7,21.40238773,complete,,,
I.GFP.9.4th,GFP 9,ACT7,20.9537431,complete,,,
I.Unif.1.2nd,Unif 1,ACT7,22.88031614,complete,,,
I.Unif.1.4th,Unif 1,ACT7,21.06256264,complete,,,
I.Unif.11.2nd,Unif 11,ACT7,21.13567318,complete,,,
I.Unif.12.2nd,Unif 12,ACT7,21.72836347,complete,,,
I.Unif.12.4th,Unif 12,ACT7,22.92442212,complete,,,
I.Unif.13.2nd,Unif 13,ACT7,22.27360775,complete,,,
I.Unif.15.2nd,Unif 15,ACT7,21.26551819,complete,,,
I.Unif.18.2nd,Unif 18,ACT7,20.45330671,complete,,,
I.Unif.19.2nd,Unif 19,ACT7,20.91594481,complete,,,
I.Unif.2.4th,Unif 2,ACT7,20.98599027,complete,,,
I.Unif.20.2nd,Unif 20,ACT7,21.49909309,complete,,,
I.Unif.23.2nd,Unif 23,ACT7,22.43743384,complete,,,
I.Unif.24.2nd,Unif 24,ACT7,23.69073259,complete,,,
I.Unif.3.2nd,Unif 3,ACT7,20.28574997,complete,,,
I.Unif.7.2nd,Unif 7,ACT7,20.52182624,complete,,,
I.Unif.7.4th,Unif 7,ACT7,20.80864361,complete,,,
I.Unif.8.2nd,Unif 8,ACT7,22.20705562,complete,,,
I.Unif.9.2nd,Unif 9,ACT7,20.50283714,complete,,,
Unif.21.2nd,21 2nd,ACT7,21.00451792,complete,,,
I.GFP.10.2nd,GFP 10,ACT7,19.7046568,complete,,,
I.GFP.12.2nd,GFP 12,ACT7,21.2885002,complete,,,
I.GFP.13.2nd,GFP 13,ACT7,20.64527204,complete,,,
I.GFP.13.4th,GFP 13,ACT7,21.05895008,complete,,,
I.GFP.14.2nd,GFP 14,ACT7,20.54125496,complete,,,
I.GFP.14.4th,GFP 14,ACT7,25.60807698,complete,,,
I.GFP.15.2nd,GFP 15,ACT7,21.32090511,complete,,,
I.GFP.18.2nd,GFP 18,ACT7,20.57899922,complete,,,
I.GFP.19.4th,GFP 19,ACT7,27.10467838,complete,,,
I.GFP.20.2nd,GFP 20,ACT7,20.21845789,complete,,,
I.GFP.25.2nd,GFP 25,ACT7,20.13728937,complete,,,
I.GFP.26.2nd,GFP 26,ACT7,21.58653404,complete,,,
I.GFP.28.2nd,GFP 28,ACT7,23.87479838,complete,,,
I.GFP.3.4th,GFP 3,ACT7,21.55990409,complete,,,
I.GFP.4.2nd,GFP 4,ACT7,21.33458038,complete,,,
I.GFP.7.4th,GFP 7,ACT7,22.35163786,complete,,,
I.GFP.8.2nd,GFP 8,ACT7,22.72345293,complete,,,
I.GFP1.2nd,GFP 1,ACT7,20.08125412,complete,,,
I.HYD.1.2nd,HYD 1,ACT7,19.90160344,complete,,,
I.HYD.1.4th,HYD 1,ACT7,23.37852592,complete,,,
I.HYD.10.2nd,HYD 10,ACT7,20.40577364,complete,,,
I.HYD.10.4th,HYD 10,ACT7,21.00150163,complete,,,
I.HYD.11.2nd,HYD 11,ACT7,23.02720544,complete,,,
I.HYD.11.4th,HYD 11,ACT7,21.67797103,complete,,,
I.HYD.12.2nd,HYD 12,ACT7,21.27638054,complete,,,
I.HYD.12.4th,HYD 12,ACT7,28.42866688,complete,,,
I.HYD.13.2nd,HYD 13,ACT7,19.95857425,complete,,,
I.HYD.13.4th,HYD 13,ACT7,21.29535615,complete,,,
I.HYD.15.2nd,HYD 15,ACT7,20.55656208,complete,,,
I.HYD.15.4th,HYD 15,ACT7,20.40135032,complete,,,
I.HYD.16.2nd,HYD 16,ACT7,21.38219891,complete,,,
I.HYD.17.2nd,HYD 17,ACT7,23.44894097,complete,,,
I.HYD.18.2nd,HYD 18,ACT7,20.28918524,complete,,,
I.HYD.18.4th,HYD 18,ACT7,22.13388359,complete,,,
I.HYD.19.4th,HYD 19,ACT7,21.6732732,complete,,,
I.HYD.2.2nd,HYD 2,ACT7,21.01884449,complete,,,
I.HYD.2.4th,HYD 2,ACT7,20.79929176,complete,,,
I.HYD.20.2nd,HYD 20,ACT7,23.00627115,complete,,,
I.HYD.20.4th,HYD 20,ACT7,27.38924767,complete,,,
I.HYD.21.2nd,HYD 21,ACT7,21.27038773,complete,,,
I.HYD.21.4th,HYD 21,ACT7,22.65674254,complete,,,
I.HYD.22.2nd,HYD 22,ACT7,23.79530752,complete,,,
I.HYD.22.4th,HYD 22,ACT7,21.40918022,complete,,,
I.HYD.23.2nd,HYD 23,ACT7,20.2952616,complete,,,
I.HYD.23.4th,HYD 23,ACT7,19.5600425,complete,,,
I.HYD.24.2nd,HYD 24,ACT7,20.91515225,complete,,,
I.HYD.25.2nd,HYD 25,ACT7,23.58734379,complete,,,
I.HYD.26.2nd,HYD 26,ACT7,20.49589084,complete,,,
I.HYD.26.4th,HYD 26,ACT7,20.2294558,complete,,,
I.HYD.27.2nd,HYD 27,ACT7,20.26594755,complete,,,
I.HYD.27.4th,HYD 27,ACT7,20.67036651,complete,,,
I.HYD.28.2nd,HYD 28,ACT7,21.85235478,complete,,,
I.HYD.28.4th,HYD 28,ACT7,23.70109786,complete,,,
I.HYD.3.2nd,HYD 3,ACT7,20.80651584,complete,,,
I.HYD.3.4th,HYD 3,ACT7,25.75131854,complete,,,
I.HYD.4.2nd,HYD 4,ACT7,21.42555312,complete,,,
I.HYD.4.4th,HYD 4,ACT7,22.07515365,complete,,,
I.HYD.5.2nd,HYD 5,ACT7,21.56070163,complete,,,
I.HYD.5.4th,HYD 5,ACT7,20.96988043,complete,,,
I.HYD.6.2nd,HYD 6,ACT7,21.82834954,complete,,,
I.HYD.6.4th,HYD 6,ACT7,20.8752277,complete,,,
I.HYD.7.2nd,HYD 7,ACT7,20.52056957,complete,,,
I.HYD.8.2nd,HYD 8,ACT7,21.33189081,complete,,,
I.HYD.9.2nd,HYD 9,ACT7,21.1843812,complete,,,
I.Unif.11.4th,Unif 11,ACT7,21.44313193,complete,,,
I.Unif.15.4th,Unif 15,ACT7,19.38946544,complete,,,
I.Unif.16.2ndd,Unif 16,ACT7,23.2525637,complete,,,
I.Unif.16.4th,Unif 16,ACT7,26.61577042,complete,,,
I.Unif.17.2nd,Unif 17,ACT7,21.20383362,complete,,,
I.Unif.17.4th,Unif 17,ACT7,20.53876327,complete,,,
I.Unif.18.4th,Unif 18,ACT7,22.53402362,complete,,,
I.Unif.2.2nd,Unif 2,ACT7,22.03049652,complete,,,
I.Unif.20.4th,Unif 20,ACT7,30.92825118,complete,,,
I.Unif.21.4th,Unif 21,ACT7,23.27726865,complete,,,
I.Unif.24.4th,Unif 24,ACT7,21.23007123,complete,,,
I.Unif.3.4th,Unif 3,ACT7,19.63101849,complete,,,
I.Unif.5.2nd,Unif 5,ACT7,22.54765632,complete,,,
I.Unif.6.2nd,Unif 6,ACT7,20.58800198,complete,,,
I.Unif.8.4th,Unif 8,ACT7,20.79939787,complete,,,
I.Unif.9.4th,Unif 9,ACT7,21.33352932,complete,,,
I.GFP.3.2nd,GFP 3,HYD1,29.37263565,vigs_infiltrated,,,
I.GFP.10.4th,GFP 10,HYD1,25.88854026,vigs_infiltrated,,,
I.GFP.11.2nd,GFP 11,HYD1,27.47270415,vigs_infiltrated,,,
I.GFP.11.4th,GFP 11,HYD1,26.79758171,vigs_infiltrated,,,
I.GFP.16.2nd,GFP 16,HYD1,27.24429757,vigs_infiltrated,,,
I.GFP.16.4th,GFP 16,HYD1,30.48789831,vigs_infiltrated,,,
I.GFP.17.2nd,GFP 17,HYD1,28.89340659,vigs_infiltrated,,,
I.GFP.18.4th,GFP 18,HYD1,25.9862156,vigs_infiltrated,,,
I.GFP.19.2nd,GFP 19,HYD1,27.93051164,vigs_infiltrated,,,
I.GFP.2.2nd,GFP 2,HYD1,26.99731792,vigs_infiltrated,,,
I.GFP.21.2nd,GFP 21,HYD1,27.07841895,vigs_infiltrated,,,
I.GFP.22.2nd,GFP 22,HYD1,26.21867791,vigs_infiltrated,,,
I.GFP.22.4th,GFP 22,HYD1,29.15958784,vigs_infiltrated,,,
I.GFP.23.2nd,GFP 23,HYD1,28.06554543,vigs_infiltrated,,,
I.GFP.24.2nd,GFP 24,HYD1,28.22553404,vigs_infiltrated,,,
I.GFP.25.4th,GFP 25,HYD1,27.75019103,vigs_infiltrated,,,
I.GFP.26.4th,GFP 26,HYD1,28.02911591,vigs_infiltrated,,,
I.GFP.27.2nd,GFP 27,HYD1,29.16945581,vigs_infiltrated,,,
I.GFP.27.4th,GFP 27,HYD1,27.76644653,vigs_infiltrated,,,
I.GFP.4.4th,GFP 4,HYD1,30.22429573,vigs_infiltrated,,,
I.GFP.5.2nd,GFP 5,HYD1,26.41746279,vigs_infiltrated,,,
I.GFP.7.2nd,GFP 7,HYD1,27.69421628,vigs_infiltrated,,,
I.GFP.8.4th,GFP 8,HYD1,29.39442974,vigs_infiltrated,,,
I.GFP.9.2nd,GFP 9,HYD1,28.15494896,vigs_infiltrated,,,
I.GFP.9.4th,GFP 9,HYD1,27.24178688,vigs_infiltrated,,,
I.Unif.1.2nd,Unif 1,HYD1,29.20945542,uninfiltrated,,,
I.Unif.1.4th,Unif 1,HYD1,26.57456061,uninfiltrated,,,
I.Unif.11.2nd,Unif 11,HYD1,27.54252109,uninfiltrated,,,
I.Unif.12.2nd,Unif 12,HYD1,28.76228406,uninfiltrated,,,
I.Unif.12.4th,Unif 12,HYD1,28.81758293,uninfiltrated,,,
I.Unif.13.2nd,Unif 13,HYD1,27.49244466,uninfiltrated,,,
I.Unif.15.2nd,Unif 15,HYD1,29.84250789,uninfiltrated,,,
I.Unif.18.2nd,Unif 18,HYD1,26.66767683,uninfiltrated,,,
I.Unif.19.2nd,Unif 19,HYD1,28.66613246,uninfiltrated,,,
I.Unif.2.4th,Unif 2,HYD1,27.14798387,uninfiltrated,,,
I.Unif.20.2nd,Unif 20,HYD1,27.35336543,uninfiltrated,,,
I.Unif.23.2nd,Unif 23,HYD1,28.86760385,uninfiltrated,,,
I.Unif.24.2nd,Unif 24,HYD1,30.30986165,uninfiltrated,,,
I.Unif.3.2nd,Unif 3,HYD1,27.88860791,uninfiltrated,,,
I.Unif.7.2nd,Unif 7,HYD1,27.64646866,uninfiltrated,,,
I.Unif.7.4th,Unif 7,HYD1,28.29135575,uninfiltrated,,,
I.Unif.8.2nd,Unif 8,HYD1,28.7062938,uninfiltrated,,,
I.Unif.9.2nd,Unif 9,HYD1,27.14059543,uninfiltrated,,,
Unif.21.2nd,21 2nd,HYD1,27.24691539,uninfiltrated,,,
I.GFP.10.2nd,GFP 10,HYD1,24.75572693,vigs_infiltrated,,,
I.GFP.12.2nd,GFP 12,HYD1,28.01656992,vigs_infiltrated,,,
I.GFP.13.2nd,GFP 13,HYD1,27.33027217,vigs_infiltrated,,,
I.GFP.13.4th,GFP 13,HYD1,27.99245196,vigs_infiltrated,,,
I.GFP.14.2nd,GFP 14,HYD1,27.55031439,vigs_infiltrated,,,
I.GFP.14.4th,GFP 14,HYD1,31.10251277,vigs_infiltrated,,,
I.GFP.18.2nd,GFP 18,HYD1,25.78187189,vigs_infiltrated,,,
I.GFP.20.2nd,GFP 20,HYD1,27.46027175,vigs_infiltrated,,,
I.GFP.25.2nd,GFP 25,HYD1,26.99328588,vigs_infiltrated,,,
I.GFP.26.2nd,GFP 26,HYD1,27.35118107,vigs_infiltrated,,,
I.GFP.28.2nd,GFP 28,HYD1,30.64577811,vigs_infiltrated,,,
I.GFP.3.4th,GFP 3,HYD1,30.17041083,vigs_infiltrated,,,
I.GFP.4.2nd,GFP 4,HYD1,28.64730948,vigs_infiltrated,,,
I.GFP.7.4th,GFP 7,HYD1,29.8799614,vigs_infiltrated,,,
I.GFP.8.2nd,GFP 8,HYD1,29.93346837,vigs_infiltrated,,,
I.GFP1.2nd,GFP 1,HYD1,27.62933686,vigs_infiltrated,,,
I.HYD.1.2nd,HYD 1,HYD1,30.08757839,vigs_infiltrated,,,
I.HYD.1.4th,HYD 1,HYD1,32.13247915,vigs_infiltrated,,,
I.HYD.10.2nd,HYD 10,HYD1,28.25888667,vigs_infiltrated,,,
I.HYD.10.4th,HYD 10,HYD1,26.47697341,vigs_infiltrated,,,
I.HYD.11.4th,HYD 11,HYD1,31.37750714,vigs_infiltrated,,,
I.HYD.12.2nd,HYD 12,HYD1,30.16349455,vigs_infiltrated,,,
I.HYD.13.2nd,HYD 13,HYD1,28.62633826,vigs_infiltrated,,,
I.HYD.13.4th,HYD 13,HYD1,30.235372,vigs_infiltrated,,,
I.HYD.15.2nd,HYD 15,HYD1,29.3109237,vigs_infiltrated,,,
I.HYD.15.4th,HYD 15,HYD1,27.97137857,vigs_infiltrated,,,
I.HYD.16.2nd,HYD 16,HYD1,29.83071064,vigs_infiltrated,,,
I.HYD.17.2nd,HYD 17,HYD1,33.26268572,vigs_infiltrated,,,
I.HYD.18.2nd,HYD 18,HYD1,28.45935169,vigs_infiltrated,,,
I.HYD.18.4th,HYD 18,HYD1,30.36417428,vigs_infiltrated,,,
I.HYD.19.4th,HYD 19,HYD1,31.95237387,vigs_infiltrated,,,
I.HYD.2.2nd,HYD 2,HYD1,29.62826274,vigs_infiltrated,,,
I.HYD.2.4th,HYD 2,HYD1,28.97125728,vigs_infiltrated,,,
I.HYD.20.2nd,HYD 20,HYD1,30.38308369,vigs_infiltrated,,,
I.HYD.21.2nd,HYD 21,HYD1,32.20507186,vigs_infiltrated,,,
I.HYD.21.4th,HYD 21,HYD1,34.34403278,vigs_infiltrated,,,
I.HYD.22.2nd,HYD 22,HYD1,33.36546852,vigs_infiltrated,,,
I.HYD.22.4th,HYD 22,HYD1,28.12645317,vigs_infiltrated,,,
I.HYD.23.2nd,HYD 23,HYD1,30.82022631,vigs_infiltrated,,,
I.HYD.23.4th,HYD 23,HYD1,28.31657789,vigs_infiltrated,,,
I.HYD.24.2nd,HYD 24,HYD1,30.77399547,vigs_infiltrated,,,
I.HYD.25.2nd,HYD 25,HYD1,31.08092626,vigs_infiltrated,,,
I.HYD.26.2nd,HYD 26,HYD1,29.99578543,vigs_infiltrated,,,
I.HYD.26.4th,HYD 26,HYD1,25.84837095,vigs_infiltrated,,,
I.HYD.27.2nd,HYD 27,HYD1,28.71886767,vigs_infiltrated,,,
I.HYD.27.4th,HYD 27,HYD1,29.37607742,vigs_infiltrated,,,
I.HYD.28.2nd,HYD 28,HYD1,30.1216258,vigs_infiltrated,,,
I.HYD.28.4th,HYD 28,HYD1,30.5582787,vigs_infiltrated,,,
I.HYD.3.2nd,HYD 3,HYD1,30.89993034,vigs_infiltrated,,,
I.HYD.3.4th,HYD 3,HYD1,35.24957129,vigs_infiltrated,,,
I.HYD.4.2nd,HYD 4,HYD1,28.1316548,vigs_infiltrated,,,
I.HYD.4.4th,HYD 4,HYD1,30.07067005,vigs_infiltrated,,,
I.HYD.5.2nd,HYD 5,HYD1,30.14993316,vigs_infiltrated,,,
I.HYD.5.4th,HYD 5,HYD1,31.96324247,vigs_infiltrated,,,
I.HYD.6.2nd,HYD 6,HYD1,31.41793994,vigs_infiltrated,,,
I.HYD.6.4th,HYD 6,HYD1,29.8468892,vigs_infiltrated,,,
I.HYD.7.2nd,HYD 7,HYD1,30.16107014,vigs_infiltrated,,,
I.HYD.8.2nd,HYD 8,HYD1,29.6920111,vigs_infiltrated,,,
I.HYD.9.2nd,HYD 9,HYD1,28.192618,vigs_infiltrated,,,
I.Unif.11.4th,Unif 11,HYD1,28.39497764,uninfiltrated,,,
I.Unif.15.4th,Unif 15,HYD1,25.80934657,uninfiltrated,,,
I.Unif.16.2ndd,Unif 16,HYD1,29.6939417,uninfiltrated,,,
I.Unif.16.4th,Unif 16,HYD1,32.54166891,uninfiltrated,,,
I.Unif.17.2nd,Unif 17,HYD1,27.44772715,uninfiltrated,,,
I.Unif.18.4th,Unif 18,HYD1,29.07522059,uninfiltrated,,,
I.Unif.2.2nd,Unif 2,HYD1,28.56958314,uninfiltrated,,,
I.Unif.20.4th,Unif 20,HYD1,32.07683617,uninfiltrated,,,
I.Unif.21.4th,Unif 21,HYD1,30.62031182,uninfiltrated,,,
I.Unif.24.4th,Unif 24,HYD1,26.37025672,uninfiltrated,,,
I.Unif.3.4th,Unif 3,HYD1,26.44245705,uninfiltrated,,,
I.Unif.5.2nd,Unif 5,HYD1,28.56382988,uninfiltrated,,,
I.Unif.6.2nd,Unif 6,HYD1,26.5447408,uninfiltrated,,,
I.Unif.8.4th,Unif 8,HYD1,26.47470309,uninfiltrated,,,
I.Unif.9.4th,Unif 9,HYD1,26.88745543,uninfiltrated,,,
I.GFP.3.2nd,GFP 3,HYD1,29.37263565,unifested,,,
I.GFP.10.4th,GFP 10,HYD1,25.88854026,infested,,,
I.GFP.11.2nd,GFP 11,HYD1,27.47270415,unifested,,,
I.GFP.11.4th,GFP 11,HYD1,26.79758171,unifested,,,
I.GFP.16.2nd,GFP 16,HYD1,27.24429757,unifested,,,
I.GFP.16.4th,GFP 16,HYD1,30.48789831,unifested,,,
I.GFP.17.2nd,GFP 17,HYD1,28.89340659,infested,,,
I.GFP.18.4th,GFP 18,HYD1,25.9862156,infested,,,
